onset	duration	trial_type	value	sample
1560.53	3.0	2Back_block2	3	13810
1563.468	3.0	2Back_block2	3	13836
1566.632	3.0	2Back_block2	3	13864
1569.683	3.0	2Back_block2	3	13891
1572.621	3.0	2Back_block2	3	13917
1575.672	3.0	2Back_block2	3	13944
1578.6100000000001	3.0	2Back_block2	3	13970
1581.661	3.0	2Back_block2	3	13997
1584.5990000000002	3.0	2Back_block2	3	14023
1587.65	3.0	2Back_block2	3	14050
1590.5880000000002	3.0	2Back_block2	3	14076
1593.6390000000001	3.0	2Back_block2	3	14103
1596.577	3.0	2Back_block2	3	14129
1599.515	3.0	2Back_block2	3	14155
1602.566	3.0	2Back_block2	3	14182
1605.5040000000001	3.0	2Back_block2	3	14208
1608.555	3.0	2Back_block2	3	14235
1611.4930000000002	3.0	2Back_block2	3	14261
1614.544	3.0	2Back_block2	3	14288
1617.595	3.0	2Back_block2	3	14315
1620.6460000000002	3.0	2Back_block2	3	14342
1623.584	3.0	2Back_block2	3	14368
1626.635	3.0	2Back_block2	3	14395
1629.6860000000001	3.0	2Back_block2	3	14422
1632.624	3.0	2Back_block2	3	14448
1635.6750000000002	3.0	2Back_block2	3	14475
1638.726	3.0	2Back_block2	3	14502
1641.777	3.0	2Back_block2	3	14529
1644.828	3.0	2Back_block2	3	14556
1647.8790000000001	3.0	2Back_block2	3	14583
1650.817	3.0	2Back_block2	3	14609
1653.8680000000002	3.0	2Back_block2	3	14636
1656.919	3.0	2Back_block2	3	14663
1659.8570000000002	3.0	2Back_block2	3	14689
1662.9080000000001	3.0	2Back_block2	3	14716
1665.846	3.0	2Back_block2	3	14742
1668.8970000000002	3.0	2Back_block2	3	14769
1671.835	3.0	2Back_block2	3	14795
1674.7730000000001	3.0	2Back_block2	3	14821
1677.824	3.0	2Back_block2	3	14848
1680.7620000000002	3.0	2Back_block2	3	14874
1683.7	3.0	2Back_block2	3	14900
1686.751	3.0	2Back_block2	3	14927
1689.689	3.0	2Back_block2	3	14953
1692.853	3.0	2Back_block2	3	14981
1695.904	3.0	2Back_block2	3	15008
1698.9550000000002	3.0	2Back_block2	3	15035
1701.893	3.0	2Back_block2	3	15061
1704.9440000000002	3.0	2Back_block2	3	15088
1707.9950000000001	3.0	2Back_block2	3	15115
1711.046	3.0	2Back_block2	3	15142
1714.097	3.0	2Back_block2	3	15169
1717.1480000000001	3.0	2Back_block2	3	15196
1720.199	3.0	2Back_block2	3	15223
1723.25	3.0	2Back_block2	3	15250
1726.3010000000002	3.0	2Back_block2	3	15277
1729.352	3.0	2Back_block2	3	15304
1732.403	3.0	2Back_block2	3	15331
1735.3410000000001	3.0	2Back_block2	3	15357
1738.392	3.0	2Back_block2	3	15384
1741.3300000000002	3.0	2Back_block2	3	15410
1744.268	3.0	2Back_block2	3	15436
1747.3190000000002	3.0	2Back_block2	3	15463
1750.3700000000001	3.0	2Back_block2	3	15490
1753.308	3.0	2Back_block2	3	15516
1756.246	3.0	2Back_block2	3	15542
1759.297	3.0	2Back_block2	3	15569
1762.2350000000001	3.0	2Back_block2	3	15595
1765.286	3.0	2Back_block2	3	15622
1768.337	3.0	2Back_block2	3	15649
1771.3880000000001	3.0	2Back_block2	3	15676
1774.326	3.0	2Back_block2	3	15702
1777.3770000000002	3.0	2Back_block2	3	15729
1780.315	3.0	2Back_block2	3	15755
1783.479	3.0	2Back_block2	3	15783
1786.4170000000001	3.0	2Back_block2	3	15809
1789.468	3.0	2Back_block2	3	15836
1792.519	3.0	2Back_block2	3	15863
1795.5700000000002	3.0	2Back_block2	3	15890
1798.621	3.0	2Back_block2	3	15917
1801.5590000000002	3.0	2Back_block2	3	15943
1804.7230000000002	3.0	2Back_block2	3	15971
1807.661	3.0	2Back_block2	3	15997
1810.712	3.0	2Back_block2	3	16024
1813.65	3.0	2Back_block2	3	16050
1816.5880000000002	3.0	2Back_block2	3	16076
1819.6390000000001	3.0	2Back_block2	3	16103
1822.69	3.0	2Back_block2	3	16130
1825.6280000000002	3.0	2Back_block2	3	16156
1828.679	3.0	2Back_block2	3	16183
1831.6170000000002	3.0	2Back_block2	3	16209
1834.555	3.0	2Back_block2	3	16235
1837.606	3.0	2Back_block2	3	16262
